,id,blitz_games,blitz_rating,rapid_games,rapid_rating,bullet_games,bullet_rating,country
513,ccheukka,844,1455,106,1494,403,1185,HK
514,rdoughty,1310,1586,158,1562,2379,1443,US
515,alxav,1420,1564,530,1623,824,1321,IN
516,magnatplayer,1410,1590,2114,1833,191,1417,PL
517,kaan-chess,324,1481,124,1492,954,1630,TR
518,milbei69,780,1546,220,1393,497,1415,RO
519,shreynahar1,243,1403,391,1545,124,1444,IN
520,captaindavinci,814,1514,1053,1814,472,1458,IN
521,mohshami,1230,1568,367,1708,1311,1739,JO
522,atlalltheway626,998,1425,261,1532,702,1540,US
523,daniel_likes_chess,215,1517,162,1540,398,1611,US
524,prepsansan,213,1504,458,1582,377,1529,GB
525,sagarnadar2016,1415,1505,387,1768,441,1418,IN
526,dfoeblitzed,1694,1456,126,1521,286,1289,ZA
527,anshjha,552,1430,417,1456,194,1368,IN
528,sceletonice,1478,1407,119,1461,825,1122,LI
529,muanshul30105,117,1544,173,1498,665,1450,US
530,xfawz,221,1573,220,1779,678,1754,CA
531,dominoc,1400,1573,141,1694,1427,1489,IT
532,srpmi,2911,1561,653,1790,621,1266,IN
533,coolmimi,854,1462,362,1620,193,1194,HR
534,jamajkacz,1050,1592,951,1829,149,1259,CZ
535,archiegm,1432,1406,554,1393,778,1316,PH
536,aalupotato,4326,1460,262,1387,2368,1463,NP
537,xxnufailxx,662,1599,275,1685,845,1628,MY
538,rodherrera4,2328,1404,889,1616,326,1278,RU
539,patioplayer,5296,1557,515,1747,6060,1244,DE
540,grandchessmaster50,231,1495,992,2035,158,1155,CH
541,jaivalmehta,1013,1524,120,1545,1248,1405,IN
542,comrademoria1917,1460,1437,138,1652,192,1295,TR
543,victorysword,401,1433,225,1372,765,1369,AQ
544,kxntrxlx,588,1442,1068,1636,139,1328,GY
545,rohanlipu,1599,1456,1026,1516,1042,1507,IN
546,antekkuras,520,1478,1185,1819,106,1313,PL
547,simardevsandhu,133,1506,390,1744,663,1458,MY
548,ryguy96322,527,1476,368,1616,1276,1526,US
549,susanjacob,148,1408,399,1737,371,1248,US
550,blvcklivesmatter,154,1547,625,1728,225,1401,BE
551,extremelybigbrain,929,1527,272,1833,2211,1532,PL
552,numnum24,140,1401,120,1652,214,1413,NZ
553,drwtf,566,1588,494,1671,977,1670,UK
554,valen2,744,1438,616,1440,317,1339,AR
555,kyzir1320,1656,1536,455,1617,106,1255,PH
556,ily455,1794,1408,149,1626,178,1264,MA
557,kavya09128,424,1505,139,1611,262,1463,IN
558,raffayhassan,1144,1525,753,1536,543,1266,PK
559,begrudging_goat,401,1495,173,1685,261,1481,AF
560,leonpdq,568,1507,187,1654,280,1417,MY
561,arturaraqelyan2013,1737,1487,853,1619,316,1242,AM
562,yashmeet57,269,1436,864,1578,101,1260,IN
563,batze34,1343,1515,382,1639,542,1399,LI
564,nithusha21,1424,1537,259,1499,215,1328,IN
565,somrajdey2010,117,1493,2140,1708,113,961,GQ
566,iamankurray,555,1557,201,1691,1144,1397,IN
567,thebabyyoda,1974,1584,1547,1606,324,1314,US
568,karsam03,1781,1555,1446,1597,2312,1609,CA
569,antiplayer,4052,1519,3712,1779,1279,1446,UA
570,ociftciler,525,1480,687,1703,102,1247,TR
571,chesterpro,865,1589,139,1577,530,1534,RU
572,shubhamsawang,923,1587,4167,2020,921,1385,IN
573,jebjenkins,610,1536,2273,1707,112,1253,US
574,bgusty,4366,1422,234,1581,2232,1330,HU
575,sylogista,6122,1540,1390,1732,896,1359,PL
576,lucap_thehall,384,1651,3116,1976,263,1400,UK
577,krantico,1225,1606,139,1789,472,1282,IN
578,z49910150,1864,1800,288,2007,4008,1732,UK
579,unclezebra,5072,1781,1275,2039,1615,1816,JO
580,abhilaash2009,2025,1670,366,1699,859,1767,PK
581,alexkarlovskiyi2010,371,1628,201,1513,483,1348,RU
582,oliver91,3272,1799,1909,1807,2978,1712,SE
583,sainiisback16,332,1734,2652,1931,471,1623,IN
584,cross27,622,1740,419,1980,656,1709,UA
585,amcg23,702,1613,101,1515,582,1560,IE
586,jim127773,348,1772,366,2039,321,1635,AU
587,vitthalsur,1697,1704,124,1855,2722,1630,IN
588,dave3,457,1703,493,2039,188,1383,IE
589,ananthu2011,370,1749,156,1686,421,1598,IN
590,huzpro,869,1622,433,1801,1145,1436,PK
591,i_dont_care_really,811,1657,437,1620,3285,1613,IN
592,slava_mikhalev,822,1627,2269,1771,342,1401,RU
593,brunobcmachado,1474,1711,158,1970,5402,1595,BR
594,babazadeekber,283,1677,114,2178,1678,1597,AZ
595,bakimikic,239,1630,139,1558,1476,1889,RS
596,pawn__starr,3155,1709,949,1881,411,1207,US
597,dik06,1790,1626,200,1941,3717,1431,GR
598,satyast,7117,1754,843,1961,565,1579,IN
599,duzis,1116,1679,205,1867,513,1682,DE
600,tjantin13,1575,1734,794,1833,2436,1538,NG
601,partha_kisor,381,1667,3422,2049,401,1347,BD
602,stojadin_101,937,1628,330,1697,4816,1517,HR
603,elkapan,2146,1674,2481,1975,882,1522,GB
604,hinnisiemsen,4690,1735,365,1717,1324,1665,DE
605,odradek95,1657,1628,1143,1657,3966,1677,AR
606,kdotlns7,1011,1607,336,1732,1506,1686,PH
607,myakshay123,1244,1733,405,1511,280,1473,IN
608,tomatomatoma,3423,1711,915,1902,3707,1839,RS
609,bluesapphire42,888,1624,898,1666,207,1308,BR
610,drarsger,168,1748,295,1900,161,1714,RU
611,yuvraj020,1368,1654,250,1575,1183,1600,US
612,chessmasterakki,128,1756,155,1939,309,1465,IN
613,emamhassain420,390,1665,226,1721,162,1550,BD
614,getz2pro4yo,310,1658,721,1767,609,1520,ZA
615,ri_chill,2286,1658,103,1787,1254,1489,RO
616,chanammadragon,293,1618,328,1583,261,1494,IN
617,hunter72,3527,1701,2060,1412,797,1561,IN
618,sai1008,2133,1777,302,1785,418,1640,IN
619,deep_kun,166,1792,114,1812,148,1519,IN
620,mateusmota14,2293,1800,188,1679,5335,1739,BR
621,rohithbairi,3729,1714,540,1850,1266,1670,IN
622,vedantbhargava2010,959,1779,2164,1817,1491,1792,IN
623,igorshijak,3626,1763,394,1923,2677,1709,HR
624,zuizuiz,2089,1751,650,2071,1572,1907,DE
625,okun,9523,1793,960,1934,5573,1572,NG
626,zipei2020,384,1626,1443,1946,286,1544,CA
627,avinash_07,930,1613,2137,1669,1604,1577,MY
628,raja-hattam,813,1643,367,1592,232,1296,PK
629,joehaddad00,2073,1654,190,1788,2332,1635,LB
630,basurnab,1574,1727,1197,1948,193,1636,IN
631,mawk,3010,1666,610,1725,4580,1392,JM
632,doyouknowwhoiam,925,1724,267,1674,528,1458,IE
633,playnexus,4979,1672,553,1686,5714,1575,EU
634,therealjordan,2438,1671,174,1490,941,1437,AT
635,physics-omegalul,1570,1676,115,1535,1324,1499,UK
636,ausstein,5090,1798,169,1614,202,1704,DE
637,mhmadali123,1576,1786,333,1915,3657,1538,SY
638,papaoliver,3069,1604,257,1813,884,1692,SK
639,jai2radhe,131,1741,511,1758,171,1755,IN
640,tvertankist,4540,1770,4715,1755,653,1364,RU
641,den_kor,973,1664,2837,1883,257,1332,DE
642,elva,2287,1754,2020,1772,1636,1674,IT
643,justintime76,4299,1649,305,1848,6138,1552,NO
644,wangyallama,935,1609,197,1750,493,1393,IN
645,endzone0312,1348,1715,156,1547,682,1630,PH
646,cool1707guy,1408,1726,816,1772,3487,1685,AQ
647,krowsd,1025,1643,236,1520,2047,1415,NG
648,drunkenness,1579,1664,286,1697,13068,1605,DE
649,marcin_2137,1181,1649,1250,1998,583,1164,PL
650,jedimindtrip19696,1777,1781,416,1820,6045,1700,CH
651,yogeshyogu45,776,1734,437,1715,516,1576,IN
652,squirrelderudolf,1295,1672,163,1316,1888,1734,SI
653,death_note_anime,1465,1796,180,2077,1240,1614,AQ
654,slash-g5,1529,1662,127,1776,1057,1310,IN
655,kolanu,4179,1699,848,1928,1866,1384,IN
656,majstertox,6690,1703,213,1767,428,1562,NE
657,flibe,1130,1718,142,1996,1376,1596,US
658,agentjt,689,1622,252,1757,675,1473,AQ
659,cameodemon,5150,1702,602,1719,243,1510,US
660,raghs,517,1631,1081,1541,233,1630,US
661,raghav1909,842,1774,464,1869,214,1636,IN
662,dominik_decoco,6531,1653,1335,1801,6084,1474,PL
663,jend_o,3746,1734,1162,1948,1021,1478,NG
664,efeengin,6986,1746,365,1919,2449,1765,TR
665,h-bombmxpwr,1508,1764,173,1828,1568,1807,US
666,daksh96,126,1734,272,1859,517,1487,IN
667,emejor2003,323,1714,607,1930,267,1669,MA
668,souljatoddler,630,1719,218,1854,2044,1982,TR
669,ilhamfy,14315,1673,121,999,13095,1605,AZ
670,ragnarholm,3818,1724,271,1907,1219,1328,DE
671,eshanchaavaan,1370,1738,243,1541,1993,1610,IN
672,kaan2013522,417,1708,1688,1789,2520,1758,TR
673,playerplanet,461,1678,178,1688,900,1290,FI
674,samurai_sri_lanka,680,1689,102,1632,1236,1526,LK
675,atanu,1956,1798,688,2011,337,1599,BD
676,meto_247,3239,1661,190,1497,349,1223,EG
677,rohitagraw,1326,1755,236,1733,5032,1766,IN
678,melon_man6,549,1689,240,1788,375,1480,US
679,lowlewel,4226,1778,6927,1983,207,1289,AQ
680,dimas_wicaksono,1107,1800,3614,2031,1123,1823,ID
681,minhtri12345,562,1635,610,1836,471,1554,VN
682,bhavikbuddy,1854,1625,145,1765,185,1134,IN
683,mhdylan,1311,1766,175,1824,5646,1600,US
684,arturopt25,1883,1651,263,1935,13299,1462,VE
685,diogo1308,1541,1682,629,1808,4343,1551,NL
686,younesbov2020,763,1616,604,1778,290,1367,TN
687,mokitha123,479,1760,161,2094,267,1519,LK
688,space-time01,922,1701,395,1820,405,1456,BD
689,knasterbart,1372,1724,583,1710,217,1456,DE
690,thirkistan,1419,1653,227,1854,4084,1350,AU
691,nandr,2830,1771,675,1893,960,1734,PH
692,abs1729,1256,1788,201,1812,13050,1487,IN
693,sahknoah,762,1771,149,1506,400,1571,US
694,danonek,2053,1788,299,2012,2213,1725,PL
695,pankajchess123,678,1699,103,1669,203,1675,IN
696,reven29,408,1645,280,1876,342,1569,PH
697,tricky__moves,1252,1777,207,1823,2630,1785,IN
698,shadyaladm,2786,1738,192,1505,4747,1767,SE
699,pivarac,848,1649,800,1847,842,1464,RS
700,thedarkknight72,1154,1711,321,2000,550,1811,US
701,element22b,871,1654,401,1812,194,1283,MN
702,lukethegamer05,444,1733,232,1804,708,1575,IT
703,khaledhaggag,4352,1757,573,1917,1096,1615,EG
704,crookid,7206,1704,1394,1859,1103,1456,US
705,lodrice,1172,1746,2597,1942,3186,1672,DE
706,playtimeforfrank,1198,1681,152,1801,2827,1563,GB
707,loaizlitny,1426,1787,327,1904,594,1553,LY
708,lukef123,707,1673,636,1727,187,1255,UK
709,gajeef,2386,1621,432,1751,2011,1455,ID
710,skepticalchess,1456,1702,213,1867,1924,1638,MA
711,suhana,16056,1790,585,1596,2580,1672,IN
712,raptorreleased,412,1638,125,1808,1051,1396,BD
713,mzaguilar8,2425,1608,919,1652,3146,1393,US
714,jvfernandez2809,626,1785,597,1876,641,1751,RU
715,cdawglawgz,402,1638,270,1711,402,1704,US
716,renskroese,6812,1696,859,1864,1326,1279,NL
717,alif_akmal,340,1735,1059,2032,177,1809,MY
718,satyamsengar,3387,1745,110,1892,175,1594,IN
719,donmuh,2258,1796,292,1743,1858,1806,BE
720,drchainsaw,3819,1757,3036,1818,3351,1572,CA
721,schwartzman1982,3354,1670,3385,1940,1938,1464,AU
722,manumbhat,2923,1759,1053,1884,1273,1540,IN
723,shady_igbaria,1090,1700,407,2009,228,1600,PS
724,zeroman151,1383,1626,561,1720,6928,1628,BE
725,amitdash291,6391,1616,354,1667,815,1113,IN
726,moha369,2453,1686,805,1461,2612,1835,YE
727,varunsahay,6389,1715,614,1809,6064,1805,IN
728,grandwizardmaster,530,1628,881,1915,1372,1658,US
729,sraychaudhury88,3923,1773,2739,1733,999,1546,IN
730,eukvj,893,1760,352,1862,739,1309,IN
731,parsi__8412,1455,1676,393,1788,915,1412,IR
732,ssterminator,1943,1788,1057,1862,1115,1630,IN
733,tarun_22,144,1610,1610,1947,572,1402,IN
734,jamneister,2633,1781,256,1763,2780,1617,UK
735,abscissa24,1017,1787,156,1840,1416,1832,ZA
736,theju21,4559,1716,103,1708,556,1418,IN
737,santanu_borah,1244,1716,336,1902,1417,1433,IN
738,twistedknight,873,1657,198,2028,144,1294,IE
739,tamarovskiy_kirill,1489,1800,374,1837,1104,1658,RU
740,nikkaa,3211,1742,319,1871,2496,1619,GE
741,mazensiufi,1112,1681,606,1909,5493,1562,BE
742,moonbar,586,1771,168,2112,662,1442,AT
743,badchessnewbie101,351,1705,215,1732,392,1631,US
744,gothicskyfer,1951,1683,273,1537,123,1418,RS
745,urcatadog,2130,1783,2486,1873,370,1159,US
746,suhov1,392,1660,556,1647,356,1496,RU
747,krejza,4060,1800,1068,1983,8519,1769,CZ
748,radianratnam,10332,1707,1832,1634,569,1506,IN
749,s0923064,639,1726,375,1798,3078,1689,DE
750,stabilox,1470,1617,257,1684,1789,1290,TR
751,pawnpower564,272,1787,120,1875,318,1590,BE
752,gabrihelf,547,1749,259,1898,894,1466,BR
753,mehootoo,306,1685,215,1641,263,1658,IN
754,kirannayak,1446,1681,522,1887,2703,1517,IN
755,rezaeagle,4088,1797,353,1930,2311,1226,IR
756,jerdajekcze,579,1734,283,1803,3335,1652,CZ
757,vajjala,631,1763,161,1840,453,1348,IN
758,deusmortia,760,1792,132,1828,3994,1784,KP
759,maritim,4550,1744,5705,1752,6355,1669,KE
760,venufork,4164,1674,1532,1944,4348,1635,IN
761,crameras,5328,1671,136,1578,499,1351,CH
762,pogba24,439,1700,184,1715,466,1295,BW
763,vladimir_2011,353,1690,1426,1976,179,1393,RU
764,rakieta2021,228,1684,467,1946,123,1396,PL
765,inrchess,936,1770,130,1787,1486,1825,US
766,vijay58322,1190,1603,204,1648,37731,1609,IN
767,crazyknight98,4570,1782,1632,2006,582,1414,SN
768,blooboss500,550,1739,492,1802,825,1556,US
769,gruttosingel,6756,1687,1477,1779,461,1504,CI
770,ojaschess2,438,1746,181,1935,1257,1770,IN
771,lindawei2002,137,1628,166,1907,147,1320,UK
772,rudrarockstar,453,1728,384,1767,846,1585,IN
773,joshdej,849,1660,576,1435,640,1370,NO
774,pinpunch,1714,1707,512,2082,140,1562,CA
775,mossythemuse,2651,1792,260,1889,2635,1729,US
776,garrettkennedy,650,1721,172,1825,9651,1546,IE
777,andryusha11,328,1637,278,1642,169,1687,RU
778,pacybits,1012,1766,198,1608,1061,1650,GR
779,harounical,600,1656,337,1723,1357,1521,EG
780,cjedman9,1232,1778,2433,2000,1232,1657,US
781,zivanovic_srb,467,1617,160,1624,24001,1973,RS
782,thirstyking,1313,1758,102,1828,1072,1519,IN
783,frixxx,225,1787,1551,1995,1657,2009,GR
784,babu1998,1808,1622,909,1628,300,1194,IN
785,tajchessok1,3822,1727,988,1932,638,1626,US
786,evi1bryan,3323,1707,540,1671,2782,1516,US
787,chesskinglou,4503,1733,314,1876,4016,1596,US
788,areen201024,897,1621,194,1751,270,1541,IN
789,blackmadking,11052,1769,274,1951,119,1519,GB
790,dehanzero,1095,1641,128,1587,6109,1594,ZA
791,dakshin012,633,1691,1265,1826,998,1649,IN
792,luzian23,407,1780,624,2190,103,1583,IN
793,kishore_naidoo,1036,1687,158,1728,818,1680,IN
794,arena540,417,1707,456,1633,956,1669,IR
795,gmnurlintang,3380,1711,1597,1836,2223,1534,ID
796,marislatvia1,539,1676,285,1811,228,1618,LV
797,shaktiman1,6871,1656,936,1658,1967,1548,IN
798,mrsoni67,2218,1720,963,1869,1015,1549,IN
799,entruck0,1491,1601,1519,1766,782,1415,DE
800,tanveer1234567890,2919,1726,1116,1931,815,1517,AU
801,wizardxx7,4556,1722,1230,2037,476,1652,NL
802,kundedavid,2243,1729,619,1964,815,1710,NG
803,cos_ryuzaki,1087,1746,212,1904,764,1752,BY
804,hamzahk,627,1636,147,1718,1765,1444,MA
805,rstimung,2308,1703,502,1837,665,1356,IN
806,rishabhjain2006,3697,1708,3132,1774,274,1279,IN
807,hughb,1946,1796,439,1986,1148,1760,IE
808,benrabia11,3144,1717,1022,1729,234,1432,TN
809,racballwillie,2217,1671,521,1684,1504,1431,US
810,trumanharper,3407,1647,322,1603,1154,1575,US
811,mielnik,2063,1666,626,1791,348,1452,PL
812,barbarian_legion,11952,1708,1885,1943,4701,1578,DE
813,alentizyanedmond2011,631,1625,356,1675,892,1479,AM
814,felixkuang,375,1603,970,1618,289,1571,GB
815,crazysharkyy,205,1729,197,1733,495,1773,CA
816,syluxx,2324,1614,173,1840,964,1512,DE
817,elshanr,756,1612,169,1790,1210,1536,IR
818,shoobumverma,1281,1639,2414,1850,1083,1603,IT
819,saggi_mcguy,3048,1707,2089,1745,1729,1456,GD
820,sibinpaul98,568,1783,433,1882,1707,1608,IN
821,faustx,1921,1764,313,1724,933,1540,JO
822,kruno11,766,1619,752,1707,278,1309,HR
823,shayanshayan,1495,1763,1158,1811,1247,1679,IR
824,max_grinstein,1677,1747,1095,1746,2090,1687,GS
825,edgarsaint,1212,1611,5978,1949,249,1164,HU
826,henning69,3211,1940,832,1976,3835,1858,ZA
827,klchong,1896,1991,1013,2221,166,1627,MY
828,dm2019,1015,1915,257,2065,660,1876,US
829,potato_farm,2662,1802,257,1856,821,1669,SY
830,rishik123,1821,1902,211,1959,1052,1816,IN
831,aavi2202142510,367,1936,1224,2164,102,1817,IN
832,m00m00,2580,1806,161,1862,3236,1698,CH
833,polo0001,3629,1826,1634,2027,1185,1736,CL
834,noahngoma807,525,1978,587,2207,1192,1967,ZM
835,vishaalkumar_01,1241,2000,128,1969,2545,2002,IN
836,goodness13,1221,1810,171,1792,692,1461,US
837,rms13,475,1848,188,1556,1627,1834,IN
838,mohamed_nouman,1349,1812,568,1935,232,1369,EG
839,rohank_raju,1209,1847,295,1882,1168,1828,IN
840,atharva05112007,2639,1872,324,1790,1802,1800,BH
841,dubiousduke,1660,1856,246,2018,138,1483,IN
842,felipeb78,6119,1981,861,2033,2206,1613,BR
843,rajaswagle,2822,1906,346,2013,1920,1903,IN
844,piqin729,6946,1942,521,2041,4027,1606,MY
845,ntobeng,2264,1901,113,1746,4634,1827,ZA
846,australopigreco,8882,1940,219,1885,1874,1689,IT
847,maker03,2127,1827,550,1956,342,1506,DE
848,mouseeatlasagna,5235,1829,899,2112,4089,1710,CA
849,shivayamanoj,3097,1825,660,1959,761,1494,IN
850,amansingh142,2483,1826,337,1939,2210,1824,IN
851,indigenoustal,2055,1908,197,1812,18276,1868,IN
852,blazingphoenix_08,1711,1907,110,2059,1404,1912,GB
853,krutarth15362622,1717,1953,445,1983,616,1715,IN
854,cam5556,1464,1848,135,1922,583,1601,MX
855,imtoori,7861,1827,1641,1928,1337,1558,IT
856,bolkdaniel,482,1812,627,1842,238,1426,IL
857,momdal123,4232,1974,493,1997,1508,1854,IN
858,dam1en,2396,1830,154,2013,714,1680,DE
859,dimitris_masikas,790,1966,104,2111,2473,2024,GR
860,redemptionarc,333,1947,126,2349,595,1639,PE
861,zenone,8048,1976,3563,2061,5227,1938,IT
862,good-40-percent,1183,1806,477,2004,1428,1903,PL
863,jonathanace0126,13327,1864,1588,2033,2126,1687,DE
864,prof81,9067,1906,550,1803,12081,1819,IR
865,s_menelaos,2246,1804,269,1955,414,1627,GR
866,vistet,580,1983,1152,2017,545,1847,UA
867,mathew_royalking,1202,1968,1156,2192,693,1826,JM
868,surprise_kenny,415,1948,528,2292,128,1564,ZA
869,corleyq,1056,1801,152,1900,1369,1612,RU
870,goozack,532,1952,495,1933,1878,1929,US
871,postmannen,2221,1980,947,2111,1388,1781,NO
872,aniket_bansal,1085,1833,261,1882,775,1854,IN
873,darlington_besa,397,1967,148,2213,251,1793,ZM
874,e4e5megatron,5819,1871,256,2002,948,1552,IN
875,dejen_dsc,1451,1877,204,1933,555,1706,NL
876,charlie_oc,596,1908,223,1839,4646,1893,IE
877,philippfalke,2840,1990,781,2151,1947,1850,DE
878,michelemancin,519,1961,349,2033,396,1628,IT
879,pan_wydupiec,1606,1840,1355,2018,1011,1675,PL
880,irakli1109,1682,1880,736,1900,1046,1744,GE
881,osval86,4695,1814,2997,2000,365,1610,CU
882,kpg2012,530,1869,135,1891,2166,2029,GR
883,abd0,2641,1880,1380,1761,64312,1649,TR
884,mayank_ba_ba,1057,1840,324,2018,1034,1812,IN
885,e1tronics,1522,1850,1433,2006,8636,1722,IN
886,stoe,1817,1986,887,2174,833,1648,DE
887,clasj1032,698,1830,524,2019,384,1767,IN
888,shiv2001,4236,2000,813,2202,5122,2051,IN
889,triplemstudioz,1641,1951,127,1864,1068,1907,US
890,sertdemir96,1731,1863,155,1901,7782,1674,TR
891,stevesmith,2269,1865,292,1928,1446,1595,IN
892,manasghiya,562,1940,175,1870,118,1575,IN
893,dhruva_2007,678,1990,126,2216,440,1721,IN
894,newbreeze,738,1850,577,1929,9267,1835,US
895,vedrantriprsta,4100,1930,1005,1752,2987,1842,HR
896,poisonousknight,521,1806,1093,2072,312,1781,VN
897,arielo94,14912,1820,398,1806,5306,1609,CL
898,younes_10,7342,1840,478,1773,363,1619,MA
899,rodrigompsimoes,2926,1811,151,2036,1521,1464,PT
900,evysezosu,2479,1924,1269,2095,751,1538,US
901,jungpionier,1844,1974,189,2001,10032,1746,DE
902,cvalko,7282,1985,123,1944,2097,1962,SK
903,pantheryens,2279,1860,203,1964,3351,1942,IN
904,vihan0026,336,1863,111,2093,3292,1626,IN
905,chessmonster1000,1596,1803,184,1945,1116,1701,US
906,leolindgren,1816,1887,266,1829,211,1619,SE
907,wirerabbit,10728,1949,260,1823,878,1376,US
908,killspree101,3954,1805,690,1768,3512,1763,ZA
909,tarunvishal,1453,1819,107,1832,455,1766,IN
910,velvetthunder03,1623,1946,521,2025,3679,1777,IN
911,lobsterbrain,1085,1902,281,2014,748,1620,DE
912,moletsanerd,4364,1961,204,1579,20646,1832,ZA
913,has5san,3231,1880,4846,2075,1120,1797,EG
914,stratos21,830,1811,179,1961,524,1547,GR
915,haris6776,2378,1929,300,2012,3050,1909,GR
916,iamtheone2006,1583,1921,332,1900,953,1904,NO
917,peripro100_2,223,1804,934,2052,739,1773,KP
918,canadiansyrup,303,1808,167,2028,805,1836,CA
919,minyman17,1518,1977,602,2151,2259,2000,US
920,serwilk,520,1832,879,2032,5276,2007,PL
921,darionunz,4563,1917,873,2137,10432,1973,IT
922,zongwangmima,396,1979,1338,1965,379,1823,CA
923,bhal17,916,1889,111,1893,674,1958,PH
924,giga2025,1760,1864,2191,2088,743,1506,BR
925,ahmednasserelsabbahy,976,1863,170,1913,1613,1679,EG
926,rezababnadi,2201,1873,1046,1622,3164,1569,CA
927,iamsohappy31,1370,1949,268,1972,523,1799,IN
928,eranda,1073,1950,128,1663,972,1814,MK
929,darknight143,2419,1860,3077,1923,4677,1626,IN
930,wizwhys,3801,1991,786,2120,1987,1904,GR
931,masterzerok,1071,1807,1132,1810,292,1588,HR
932,jion-ghosh,576,1857,534,1922,673,1803,IN
933,ramadansteve,1748,1803,504,1957,823,1542,US
934,irfanrizal,1110,1851,194,2035,1834,1810,MY
935,doubleg83,816,1856,356,1992,9452,1689,AL
936,freeguy,7447,1905,1031,1975,3009,1376,GH
937,angelitz,3338,1919,646,1762,170,1566,PH
938,gio94,3017,1862,209,1521,5682,1802,GR
939,amarbara2,2261,1949,1185,2031,2564,1962,SY
940,mohit99,3505,1964,1242,2135,1731,1836,IN
941,meh3998,1322,1847,436,1797,6683,1762,MA
942,shadrackayabei_26,4861,1963,551,2081,1000,1724,KE
943,nlavrukhin,10357,1864,1766,1963,5760,2005,RU
944,lordjoshtheterrible,1399,1885,1562,2135,108,1536,UG
945,bigblunderguy,1306,1846,657,1856,961,1651,US
946,thabisomackz2808,568,1809,146,1725,645,1809,ZA
947,shreyashrocks,2094,1996,6835,2143,1340,2002,IN
948,falloftroy,2177,1847,482,1922,4799,1894,EC
949,scotty770,2428,1912,770,2003,2168,1832,IE
950,oxalate,550,1990,1441,2113,4225,1794,IN
951,gstallion8,384,1904,473,2188,12465,1658,CH
952,drow23,1518,1902,250,1815,1679,1600,NG
953,skhietzing,1893,1898,1871,2115,134,1688,AT
954,odogburns,518,1881,111,1792,4184,1855,US
955,anshr,3111,1941,210,2042,638,1755,IN
956,mrbrodyk,2509,1902,431,1888,530,1809,EU
957,fahimshahrear,7477,1804,126,1654,1694,1586,BD
958,arnavpathak,1741,1802,599,1876,1469,1710,IN
959,sh-mishkat,5199,1952,461,2069,1905,1813,BD
960,neeilor,1566,1828,136,1905,2925,1748,BR
961,jordanz,1576,1861,205,1860,564,1403,GR
962,chess-zijian,415,1975,335,2035,845,1753,MY
963,kahaan,758,1880,449,2135,287,1829,IN
964,pawn_grabb3r,8648,1995,458,1949,1207,1899,LV
965,thomayo,2972,1868,136,2007,1124,1716,AQ
966,lmplacable57,12517,1928,1525,2157,10024,1779,MX
967,haytham123,2247,1997,608,2134,3331,1761,EG
968,shadabkhan,5365,1877,387,1838,7876,1646,IN
969,themrnobody,12934,1891,1373,1886,749,1844,PL
970,london_dragon,5411,1987,451,2068,929,1913,NG
971,briskcheetah,746,1921,669,2018,450,1752,IN
972,egydoc91,12138,1979,3158,2151,1339,1732,EG
973,phundulu,3040,1842,348,1854,3140,1712,ZA
974,hagenhenke80,5480,1908,5970,2006,552,1667,DE
975,lguoterry,5903,1938,1894,1937,1160,1569,US
976,pasinduakash2006,538,1845,144,2052,470,1611,LK
977,filthy-krankk,5435,1854,117,1972,7601,1811,HR
978,ovidiojosebianquet,6500,1901,671,1946,7948,1801,PL
979,narendraa,2226,1922,255,2089,354,1829,IN
980,tejasnk,1510,1956,346,1905,190,1668,IN
981,neshas,12367,1903,668,2134,2697,1774,RS
982,aheldar,4512,1971,327,1909,3117,1923,RU
983,shmelt,2494,1949,435,2093,1544,1810,US
984,sa4567izback,307,1920,225,1886,963,1983,US
985,ostepop,7830,1977,1041,2078,700,1595,NO
986,jaimeclpe,1473,1868,153,1886,1405,1758,PE
987,joaquinromero,6246,1836,380,1831,307,1502,AR
988,x6x-speed_n_cool-x9x,413,1936,577,2050,536,1891,US
989,sohomsaumeep,2874,1879,576,1893,7524,1939,BD
990,sahakaraliene,981,1870,549,2052,272,1674,LV
991,joshua8,4584,1995,231,1941,2610,1850,CA
992,unequalpuma,1040,1974,349,2060,1742,1700,US
993,tombald,1250,1865,398,1826,274,1600,FR
994,arianfarahbakhsh,878,1976,7124,2229,228,1691,IR
995,niklasengel02,2027,1942,2190,2137,7807,2061,DE
996,arikes,6084,1824,774,1827,840,1857,HU
997,ataqan156,3367,1984,287,1787,2394,1971,TR
998,tirthajyoti,1514,1922,324,1919,2658,1900,IN
999,m_shah2405,2089,1991,251,2059,376,1702,CA
1000,mostafamwb,5810,1974,748,2025,644,1641,EG
1001,broniua,1770,1912,305,2107,3192,1516,LT
1002,edetede,2356,1952,5730,2203,9365,1891,NZ
1003,d_jay,4909,1887,559,2202,4701,1943,IN
1004,cholalex,3335,1949,141,2002,413,1508,UG
1005,weezz,9296,1867,1818,2020,3099,1656,NL
1006,yefrezer,1944,1936,175,2272,226,1579,ET
1007,hamse,2854,1856,446,1682,8380,1459,NO
1008,kasiv212,1456,1838,538,2009,2067,1737,IN
1009,jovan2019,3643,1981,1342,2012,7084,1794,RS
1010,rramariano,1341,1845,178,1711,321,1808,PH
1011,wisadam,4483,1886,146,1962,165,1629,PL
1012,the-apothecary01,629,1818,204,2012,1350,1877,JO
1013,tafari7,19304,1928,190,1907,22788,1665,MQ
1014,deadbox,362,1860,180,1930,120,1843,AZ
