,gameid,white_id,white_rating,white_country,white_games,white_win_last_10,white_inaccuracies,white_mistakes,white_blunder,white_acpl,black_id,black_rating,black_country,black_games,black_win_last_10,black_inaccuracies,black_mistakes,black_blunder,black_acpl,game_type,opening,winner,win_by
3579,McGQXegC,benour,1869,CZ,20075.0,3,1,2,0,29,deusmortia,1828,KP,3994.0,6,2,1,1,71,bullet,"English Opening: Symmetrical Variation, Fianchetto Variation",white,resign
3580,54SjDbmh,deusmortia,1808,KP,3994.0,6,2,0,2,70,jogi1966,1816,DE,3556.0,6,2,1,0,21,bullet,Bird Opening,black,resign
3581,XcNa8D7r,deusmortia,1800,KP,3994.0,4,2,0,1,66,motasemziad,1710,PS,3376.0,8,2,0,0,31,bullet,Caro-Kann Defense,black,resign
3582,Dt407Lam,deusmortia,1691,KP,760.0,5,3,0,2,82,antoshka1983,1741,RU,6126.0,5,1,0,2,62,blitz,French Defense: Knight Variation,black,resign
3583,xmeH2TVM,deusmortia,1824,KP,3994.0,2,6,0,7,85,master2029,1870,TR,52475.0,3,8,3,4,89,bullet,Queen's Gambit Declined: Marshall Defense,white,outoftime
3584,X5H3yUpY,bartavelle,2272,FR,1611.0,10,1,1,0,25,deusmortia,1773,KP,3994.0,6,5,2,1,51,bullet,"King's Indian Defense: Sämisch Variation, Yates Defense",white,resign
3585,Ftvya6i4,maritim,1649,KE,6355.0,3,5,1,2,85,milet,1544,CM,5571.0,5,1,3,1,63,bullet,French Defense,white,outoftime
3586,FwaJAnjn,sirtwiz,1728,DE,502.0,3,0,1,2,64,maritim,1659,KE,6355.0,4,0,1,3,99,bullet,Vienna Game: Vienna Gambit,white,mate
3587,k7aCKPZo,bhadhri,2045,IN,2847.0,7,6,0,1,52,maritim,1733,KE,5705.0,3,4,0,1,31,rapid,Englund Gambit,black,mate
3588,v8jEUgFt,maritim,1735,KE,5705.0,2,2,0,3,92,three_kingdoms,1431,TM,2201.0,2,4,0,1,66,rapid,Elephant Gambit,black,resign
3589,xL3aG3RQ,maritim,1748,KE,5705.0,4,3,3,1,53,gildorandir,1748,AT,1150.0,3,2,2,3,94,rapid,Sicilian Defense: Delayed Alapin,white,resign
3590,CY55tyWy,marco321,2106,MG,555.0,5,3,2,3,115,maritim,1737,KE,5705.0,3,3,0,2,71,rapid,English Opening: King's English Variation,black,resign
3591,EybMPyN6,patole2,2196,NP,168.0,7,3,1,1,87,maritim,1728,KE,5705.0,2,3,1,1,47,rapid,Englund Gambit,black,mate
3592,prLyn4kO,maritim,1739,KE,5705.0,3,5,1,6,98,alexmoseby,1950,DK,87.0,6,11,2,2,64,rapid,Caro-Kann Defense,black,resign
3593,tZsnkzUM,venufork,1946,IN,1532.0,6,3,5,0,53,grkarican,1937,PR,4687.0,7,6,3,3,69,rapid,Unknown,white,mate
3594,ksAiRV9C,winner_vsex,1562,RU,1738.0,4,11,0,1,76,venufork,1978,IN,1532.0,4,10,0,2,108,rapid,Unknown,white,mate
3595,wiEdTV6z,elias_dc,1633,ES,46561.0,5,1,0,1,30,venufork,1628,IN,4348.0,2,3,1,3,66,bullet,"French Defense: Exchange Variation, Monte Carlo Variation",white,resign
3596,cm3KcKsN,zfl00d,1695,BY,667.0,4,1,2,2,160,venufork,1809,IN,4164.0,4,0,0,4,277,blitz,"French Defense: La Bourdonnais Variation, Reuter Gambit",white,resign
3597,YjkRP50U,luzganoem,2171,PH,9270.0,5,2,3,3,95,venufork,1760,IN,4164.0,3,3,2,5,93,blitz,Unknown,black,outoftime
3598,SJcej7Oc,daniele007d7,1670,IT,1668.0,2,2,2,3,134,crameras,1686,CH,5328.0,6,1,2,1,92,blitz,Tarrasch Defense: Symmetrical Variation,black,mate
3599,61Sbuxk9,lentealdente,1708,NL,3282.0,5,1,0,2,80,crameras,1662,CH,5328.0,6,2,1,1,56,blitz,"Ruy Lopez: Morphy Defense, Caro Variation",black,resign
3600,pSVzxuD1,crameras,1658,CH,5328.0,5,1,0,0,24,azoo043,1691,DZ,3956.0,3,3,1,1,81,blitz,Scandinavian Defense: Blackburne-Kloosterboer Gambit,white,resign
3601,EF9UqNgT,linoob,1285,RS,1572.0,4,1,1,2,101,crameras,1305,CH,499.0,3,0,0,2,46,bullet,Ruy Lopez: Morphy Defense,black,mate
3602,E0gsXRfY,crameras,1577,CH,5328.0,3,3,1,4,59,golge_00,1584,TR,3009.0,4,1,2,3,91,blitz,"Italian Game: Classical Variation, Giuoco Pianissimo",white,mate
3603,YMh1xWXJ,rahym2007,1500,TM,226.0,0,4,1,0,29,crameras,1546,CH,5328.0,3,1,0,3,67,blitz,Ruy Lopez: Exchange Variation,white,resign
3604,438S5xio,pogba24,1392,BW,466.0,5,5,0,4,90,anirudh_shenoy,1321,IN,1691.0,8,7,1,2,53,bullet,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",black,outoftime
3605,b3fTBDoV,pogba24,1338,BW,466.0,6,0,0,2,37,redrob54,1357,IT,18857.0,3,5,2,1,84,bullet,Ponziani Opening,white,mate
3606,OXr9IJ6Q,mpho__rams,1484,BW,632.0,1,9,1,2,83,pogba24,1552,BW,439.0,3,8,1,3,119,blitz,Sicilian Defense: Closed,white,mate
3607,jBKGR7k1,rjml,2205,AR,2085.0,5,4,3,1,40,vladimir_2011,1867,RU,1426.0,8,8,2,2,56,rapid,Russian Game: Nimzowitsch Attack,white,outoftime
3608,d0VeqbM8,vladimir_2011,1803,RU,1426.0,6,6,1,4,69,hmbgrchsbgrbgmcwhppr,2087,DE,238.0,6,3,3,1,38,rapid,King's Gambit Declined: Classical Variation,black,mate
3609,wWAwMhP9,vladimir_2011,1706,RU,353.0,6,1,1,2,68,lixtetrax,1666,US,2716.0,7,0,0,3,92,blitz,Indian Defense,white,resign
3610,EgV40Uzt,dmitriyloyshin,1814,UA,520.0,5,0,0,1,182,vladimir_2011,1760,RU,1426.0,4,0,0,2,61,rapid,"Four Knights Game: Spanish Variation, Classical Variation",black,mate
3611,GfcrF9zQ,vladimir_2011,1414,RU,179.0,8,2,0,0,20,isaouchuari,917,EC,532.0,4,1,0,3,58,bullet,King's Gambit Accepted: King's Knight Gambit,white,outoftime
3612,S3jA3h6R,vladimir_2011,1755,RU,1426.0,4,1,1,1,25,madhavanrmunjanattu,2345,IN,1796.0,9,0,1,2,64,rapid,Queen's Pawn Game: Mason Variation,white,resign
3613,GQNoeiJn,j7227,1313,CA,298.0,3,2,1,3,113,vladimir_2011,1722,RU,1426.0,3,2,0,2,79,rapid,Queen's Pawn Game: Chigorin Variation,black,resign
3614,XFhWruKN,hectorzero,2024,GB,447.0,7,2,2,2,43,rakieta2021,1938,PL,467.0,5,2,1,0,19,rapid,"Sicilian Defense: Taimanov Variation, American Attack",black,resign
3615,6TWlMlTD,yura-kulish_84,1906,UA,2095.0,6,3,0,3,62,rakieta2021,1918,PL,467.0,4,2,0,0,25,rapid,Queen's Gambit Declined,black,mate
3616,EANdNGix,messi_in_chess,1920,EG,438.0,2,3,2,2,52,rakieta2021,1924,PL,467.0,6,5,6,3,76,rapid,Sicilian Defense: Four Knights Variation,white,mate
3617,E7HAKmBl,simonmaster,1948,PL,184.0,7,3,0,1,39,rakieta2021,1929,PL,467.0,7,8,1,2,56,rapid,Sicilian Defense: Open,white,resign
3618,4WG14EIs,stasnarwojsz,1641,PL,134.0,7,9,0,4,45,rakieta2021,1937,PL,467.0,7,11,3,1,35,rapid,Sicilian Defense: Alapin Variation,black,resign
3619,zD55Kde8,rakieta2021,1946,PL,467.0,8,9,4,4,43,bartosz6385,1726,PL,1120.0,6,4,4,5,35,rapid,Queen's Gambit Declined: Marshall Defense,black,mate
3620,oOyARrbL,helenka5,1589,PL,128.0,5,1,2,2,69,rakieta2021,1944,PL,467.0,8,2,1,1,31,rapid,Sicilian Defense: Old Sicilian,black,mate
3621,RgMfs4fC,rakieta2021,1951,PL,467.0,9,6,2,1,56,marysia5,1778,PL,13.0,4,7,0,0,32,rapid,Semi-Slav Defense: Main Line,black,outoftime
3622,wGYyT0vt,iskanderrrr,1762,RU,1607.0,5,4,3,7,128,inrchess,1770,US,936.0,6,5,3,7,111,blitz,"Sicilian Defense: Accelerated Dragon, Modern Variation",black,resign
3623,RlnCtFQM,mrrobertson97,1659,GR,5042.0,2,3,1,3,66,vijay58322,1598,IN,37731.0,6,3,2,1,32,bullet,Scandinavian Defense: Modern Variation,black,mate
3624,7vTQZaF5,vijay58322,1589,IN,37731.0,5,0,0,0,11,tozzbax,1634,AU,2263.0,3,0,1,2,172,bullet,Latvian Gambit,white,mate
3625,my6LNoZm,vijay58322,1588,IN,37731.0,4,5,3,3,115,denzym,1570,US,9960.0,6,4,4,3,89,bullet,Scandinavian Defense: Mieses-Kotroc Variation,black,outoftime
3626,B2GmM4n9,vijay58322,1593,IN,37731.0,5,2,2,6,104,toni67,1544,ID,4341.0,5,2,3,4,91,bullet,Russian Game: Italian Variation,white,outoftime
3627,qc2hZiXN,vijay58322,1622,IN,37731.0,5,3,1,6,97,broda_man,1720,BR,14690.0,6,4,0,8,129,bullet,Scandinavian Defense: Panov Transfer,white,mate
3628,EXEJOTfv,vijay58322,1613,IN,37731.0,4,0,0,3,100,orthogona,1613,FR,6187.0,5,1,2,4,129,bullet,Queen's Gambit Declined: Vienna Variation,white,outoftime
3629,mCUWlM4Q,erminos,1796,IR,6701.0,2,4,4,0,80,crazyknight98,1784,SN,4570.0,6,3,1,0,35,blitz,Scandinavian Defense,black,mate
3630,4CBgUIg6,erminos,1818,IR,6701.0,5,5,2,3,89,crazyknight98,1789,SN,4570.0,7,4,3,4,122,blitz,Sicilian Defense: McDonnell Attack,white,outoftime
3631,cszvaGUa,crazyknight98,1804,SN,4570.0,7,4,4,8,100,shahrukh340,1776,PK,2846.0,5,5,1,9,105,blitz,Caro-Kann Defense: Two Knights Attack,black,outoftime
3632,XMNBFEaK,crazyknight98,1800,SN,4570.0,7,5,2,2,61,c_h_m7,1736,IR,3213.0,5,6,3,2,90,blitz,Pirc Defense,white,mate
3633,livJFVXL,fafol,1757,KZ,8526.0,4,5,1,2,66,crazyknight98,1795,SN,4570.0,7,2,3,0,34,blitz,"Caro-Kann Defense: Exchange Variation, Rubinstein Variation",black,resign
3634,Ekm3WLAA,crazyknight98,1998,SN,1632.0,2,5,1,3,58,noel-f,1970,ES,29.0,3,7,1,3,87,rapid,Scotch Game,white,resign
3635,GBZI0oRF,shatterednirvana,1749,US,252.0,6,6,0,9,118,crazyknight98,1782,SN,4570.0,6,7,1,9,139,blitz,Slav Defense: Modern Line,white,resign
3636,EIW7MfC5,blooboss500,1733,US,550.0,2,0,1,6,201,heraldo2,1709,PE,2028.0,8,1,2,9,241,blitz,Sicilian Defense: Najdorf Variation,white,mate
3637,rqqsoDNb,blooboss500,1561,US,825.0,6,2,1,2,70,toni67,1620,ID,4341.0,2,2,1,1,24,bullet,Scandinavian Defense: Mieses-Kotroc Variation,black,outoftime
3638,2nKVy92Z,blooboss500,1786,US,492.0,6,2,2,0,54,keb2018,2162,US,322.0,7,2,1,2,104,rapid,French Defense: Normal Variation,white,resign
3639,oQUoOEa2,luke-adamson,1582,ZA,5188.0,4,4,1,2,22,blooboss500,1535,US,825.0,2,7,0,4,53,bullet,Englund Gambit Declined: Reversed Alekhine,white,mate
3640,3VeCb5UF,blooboss500,1786,US,492.0,6,1,0,2,87,zammy,1963,JM,1599.0,4,3,0,0,24,rapid,Scotch Game,black,resign
3641,63NxLQMe,gruttosingel,1661,CI,6756.0,6,9,2,4,89,reda_matouk,1663,SY,1771.0,8,4,2,2,63,blitz,Kadas Opening,black,mate
3642,GVJouV70,krscze,1653,PL,4283.0,4,1,2,4,131,ojaschess2,1737,IN,438.0,6,2,1,3,188,blitz,Sicilian Defense: Old Sicilian,white,resign
3643,ThKVnd56,flashatm,1909,TR,818.0,6,3,3,1,73,ojaschess2,1925,IN,181.0,5,1,1,0,21,rapid,"Sicilian Defense: O'Kelly Variation, Normal System, Taimanov Line",black,mate
3644,uxgMzWVK,kassimov_arnur,1942,KZ,445.0,3,0,0,1,32,ojaschess2,1924,IN,181.0,6,0,1,1,78,rapid,Sicilian Defense: Löwenthal Variation,white,resign
3645,AJkQy8ei,ojaschess2,1933,IN,181.0,6,2,0,1,69,alffnzrn,1835,MY,480.0,5,0,0,0,19,rapid,"Sicilian Defense: French Variation, Open",black,resign
3646,T5pomSv3,durley,1961,CO,1610.0,5,7,0,0,38,ojaschess2,1944,IN,181.0,7,2,0,2,64,rapid,Sicilian Defense: Bowdler Attack,white,resign
3647,ngchFcPG,tobbizn,1728,NO,6816.0,3,3,1,2,104,ojaschess2,1735,IN,438.0,7,2,1,2,60,blitz,Queen's Pawn Game: Mason Variation,black,mate
3648,Phhk0J3R,ilcalabresse,1722,AR,10719.0,6,3,0,5,125,ojaschess2,1711,IN,438.0,5,2,1,2,79,blitz,Sicilian Defense: Smith-Morra Gambit,black,mate
3649,0utFCsSM,lindawei2002,1914,UK,166.0,7,5,0,3,47,jai11,2094,UK,2634.0,5,2,2,1,28,rapid,"French Defense: Exchange Variation, Monte Carlo Variation",black,resign
3650,Je9YhUSA,lindawei2002,1900,UK,166.0,5,6,4,2,49,janmur7,2299,PL,739.0,6,8,2,0,32,rapid,"Ruy Lopez: Morphy Defense, Anderssen Variation",black,mate
3651,S3yxpMPe,jiarui,2072,GB,640.0,7,1,6,6,72,lindawei2002,1896,UK,166.0,6,5,6,5,74,rapid,"Italian Game: Giuoco Pianissimo, Normal",draw,draw
3652,4hGMW548,stephenhello,1734,SC,181.0,6,5,3,2,47,lindawei2002,1871,UK,166.0,6,6,1,5,71,rapid,Slav Defense: Three Knights Variation,white,mate
3653,v6QRPQ4N,roboticplayer,1888,CN,656.0,6,2,1,3,91,lindawei2002,1858,UK,166.0,6,2,1,2,53,rapid,"Italian Game: Two Knights Defense, Modern Bishop's Opening",black,resign
3654,JiXN4AZ7,rareglowinghero9,1572,GB,98.0,5,5,0,1,38,lindawei2002,1881,UK,166.0,7,4,1,2,67,rapid,"Italian Game: Two Knights Defense, Ulvestad Variation",white,mate
3655,5lgcy062,musobabya,1953,FR,188.0,5,4,0,1,84,rudrarockstar,1564,IN,846.0,4,4,0,0,46,bullet,Benoni Defense: Old Benoni,black,resign
3656,C8M5ehZb,bigblunderboi,1566,UK,623.0,3,3,1,3,90,rudrarockstar,1719,IN,453.0,7,1,2,2,64,blitz,Sicilian Defense: Delayed Alapin Variation,black,resign
3657,z9Vi8sjr,rudrarockstar,1704,IN,453.0,4,2,2,2,55,hoodieking,1587,US,34.0,4,3,3,3,71,blitz,Caro-Kann Defense: Classical Variation,white,mate
3658,Lwj4p4ui,hoodieking,1492,US,34.0,2,3,2,1,35,rudrarockstar,1717,IN,453.0,5,5,0,3,61,blitz,Sicilian Defense: Taimanov Variation,white,resign
3659,CFvK5Rkh,artemsandanov,1240,RU,51.0,3,4,0,2,98,joshdej,1349,NO,640.0,2,2,1,1,53,bullet,Queen's Pawn Game: Zukertort Variation,black,outoftime
3660,nc2Rct4i,joshdej,1656,NO,849.0,4,1,0,0,13,tifetondu,1688,FR,614.0,7,0,0,0,6,blitz,"French Defense: Advance Variation, Euwe Variation",black,resign
3661,t42RunSx,kar_chess,1477,AQ,1564.0,9,1,0,1,52,joshdej,1323,NO,640.0,3,0,0,0,7,bullet,Caro-Kann Defense,black,resign
3662,5tOXG29d,mohammad7291,1690,CL,4093.0,6,5,1,1,54,joshdej,1642,NO,849.0,6,1,0,0,18,blitz,Caro-Kann Defense,black,mate
3663,NHKgUqxX,peterdavidson,1654,UK,10339.0,3,4,3,2,54,joshdej,1311,NO,640.0,2,5,1,1,33,bullet,Caro-Kann Defense,black,outoftime
3664,d1BUZxWk,pinpunch,2088,CA,512.0,4,7,1,8,134,amir0294,2105,RU,12999.0,6,4,4,6,114,rapid,"Caro-Kann Defense: Maróczy Variation, Maróczy Gambit",black,resign
3665,lrUqEPAd,najdorfmasterbenoni,2078,UN,197.0,6,3,1,3,110,pinpunch,2086,CA,512.0,5,0,2,3,78,rapid,"French Defense: Classical Variation, Swiss Variation",black,resign
3666,Y3rtKgyq,pinpunch,2075,CA,512.0,4,3,1,2,51,toyota-subaru,2100,US,5200.0,6,4,0,3,116,rapid,Bishop's Opening,white,resign
3667,LlNVgp0S,nb210,2168,GR,229.0,5,2,3,5,88,pinpunch,2079,CA,512.0,5,5,2,6,113,rapid,"French Defense: MacCutcheon Variation, Chigorin Variation",white,mate
3668,vdh70bb5,mohapik,1965,ZA,477.0,5,4,2,4,54,pinpunch,2099,CA,512.0,7,1,0,5,89,rapid,Dutch Defense: Rubinstein Variation,white,resign
3669,lT7Qj6bS,mossythemuse,1888,US,260.0,6,6,3,6,81,oligatolkacheva,1884,RU,165.0,4,3,6,4,67,rapid,Scandinavian Defense: Mieses-Kotroc Variation,black,mate
3670,EJDjZMdE,mossythemuse,1748,US,2651.0,6,6,1,0,20,raunaksenchess,1703,IN,722.0,8,4,5,1,45,blitz,Sicilian Defense,white,resign
3671,NYPxtj2v,mossythemuse,1730,US,2651.0,4,4,3,3,78,mousamkr,1726,NP,1329.0,7,1,1,8,107,blitz,Three Knights Opening: Winawer Defense,white,mate
3672,GoBvQKHx,garrettkennedy,1867,IE,172.0,6,4,3,3,106,gbert101,1884,PH,397.0,4,4,1,3,82,rapid,Queen's Gambit Declined: Baltic Defense,black,mate
3673,Qq60e99a,hamlet1946,1917,AM,4680.0,2,3,2,3,41,garrettkennedy,1851,IE,172.0,5,8,1,2,27,rapid,Dutch Defense,black,mate
3674,eL1oUQJF,garrettkennedy,1729,IE,650.0,4,6,1,3,119,mnv3cc5,1745,RU,996.0,4,7,1,5,159,blitz,Dutch Defense: Queen's Knight Variation,white,resign
3675,CRRVEjyY,mkldc75ore4777,1881,EU,24222.0,8,5,7,7,140,andryusha11,1669,RU,169.0,7,5,4,11,162,bullet,Queen's Pawn Game,white,mate
3676,pZQCi0qU,artem1408,1756,RU,375.0,4,3,0,0,24,andryusha11,1583,RU,328.0,4,5,1,1,67,blitz,Pirc Defense,white,resign
3677,mlye5WpN,andryusha11,1627,RU,169.0,8,4,2,1,33,kouskous,1712,FR,14451.0,7,7,3,2,52,bullet,Scotch Game,white,outoftime
3678,QmJAzaUf,andryusha11,1532,RU,169.0,6,3,3,8,122,sumanth108,1566,IN,4749.0,5,4,3,9,146,bullet,Danish Gambit Accepted,white,outoftime
3679,4znJ7XZi,andryusha11,1541,RU,328.0,4,1,2,1,69,sanek70,1580,RU,5187.0,10,1,1,1,36,blitz,Sicilian Defense: Dragon Variation,black,resign
3680,EjnkMD5s,pacybits,1644,GR,198.0,6,2,1,3,66,jkuerbiskopf,1361,DE,367.0,6,2,0,2,30,rapid,Queen's Pawn Game,black,resign
3681,ocKl8l08,zablack,1771,AO,11278.0,2,6,1,5,96,pacybits,1757,GR,1012.0,5,0,3,4,68,blitz,"Sicilian Defense: Accelerated Dragon, Exchange Variation",black,resign
3682,lz8Ssuko,vaggelaras,1725,GR,2514.0,1,5,3,2,78,pacybits,1737,GR,1012.0,4,6,0,3,54,blitz,Benoni Defense: Old Benoni,black,resign
3683,M2LEL0Z7,pacybits,1736,GR,1012.0,3,4,1,3,52,bloodared,1700,RU,6745.0,4,3,0,1,22,blitz,"Queen's Gambit Declined: Modern Variation, Knight Defense",black,resign
3684,BmFRC9nW,toodrunknb4,1521,US,1133.0,3,1,0,3,59,harounical,1528,EG,1357.0,5,0,1,1,37,bullet,Rubinstein Opening,black,resign
3685,z6Lm7VHl,harounical,1507,EG,1357.0,3,7,2,1,97,dmitriyprofit,1421,MD,5078.0,4,5,6,1,88,bullet,English Opening: Caro-Kann Defensive System,white,outoftime
3686,O6wCNWUP,kiavash_besharati,1542,IR,5708.0,3,6,2,3,120,harounical,1511,EG,1357.0,4,7,2,2,90,bullet,Sicilian Defense: Old Sicilian,black,outoftime
3687,qtmuzhXA,hasan_shafi-6,1954,BD,666.0,4,3,1,3,72,cjedman9,2006,US,2433.0,6,4,3,2,52,rapid,Bishop's Opening: Ponziani Gambit,black,resign
3688,PlCvBrCf,tuitknak,1919,NL,3868.0,2,7,0,1,50,cjedman9,1990,US,2433.0,4,2,0,2,25,rapid,Ruy Lopez: Exchange Variation,black,resign
3689,YwZ4eCpY,cjedman9,1770,US,1232.0,3,4,0,2,57,dnpnz,1751,NZ,2937.0,6,2,1,3,89,blitz,Caro-Kann Defense,white,mate
3690,4U2PBwhl,joserik,1956,MX,16.0,5,1,3,6,133,cjedman9,2032,US,2433.0,6,1,2,4,95,rapid,"Ruy Lopez: Morphy Defense, Caro Variation",black,mate
3691,MuHlx4I2,mbit,1805,IT,747.0,5,4,1,0,83,cjedman9,1779,US,1232.0,8,1,0,0,27,blitz,Blackmar-Diemer Gambit: Teichmann Variation,black,resign
3692,mlQ6y993,zivanovic_srb,1948,RS,24001.0,3,4,0,5,136,decidement,2328,BE,270321.0,7,5,2,6,167,bullet,Caro-Kann Defense,white,mate
3693,hbB1qQqb,zivanovic_srb,1953,RS,24001.0,6,3,1,2,95,higherprimate,2309,CA,48135.0,7,3,1,2,135,bullet,French Defense: Steinitz Attack,white,mate
3694,798YKLES,mikhailtal_thelegend,2356,IN,2270.0,6,4,2,0,36,zivanovic_srb,1890,RS,24001.0,6,3,1,2,54,bullet,Pirc Defense,black,outoftime
3695,zyt66kWw,zivanovic_srb,1933,RS,24001.0,8,7,2,3,63,karalic_e,2271,BA,35168.0,5,6,1,1,40,bullet,Scandinavian Defense,white,outoftime
3696,g9xauuxm,zivanovic_srb,1902,RS,24001.0,5,4,3,4,252,kidcanvas255,1493,US,18237.0,2,4,2,4,209,bullet,Pirc Defense,black,resign
3697,SFPPnXOS,zivanovic_srb,1902,RS,24001.0,5,2,1,7,148,ghaemiran,1177,IR,3406.0,4,7,3,4,117,bullet,French Defense: Advance Variation,black,mate
3698,6CXl406g,zivanovic_srb,1963,RS,24001.0,3,1,1,2,86,alexabrahamyan,1383,AM,324.0,3,2,2,3,108,bullet,Englund Gambit Declined: Reversed Alekhine,black,outoftime
3699,5zOkfD8Y,zivanovic_srb,1977,RS,24001.0,6,2,1,5,109,s-mak,2479,NU,1288.0,9,0,0,3,90,bullet,Sicilian Defense,white,outoftime
3700,cLYqYZ2X,zivanovic_srb,1973,RS,24001.0,4,5,3,5,154,nitshe,1734,GE,15537.0,2,5,4,4,133,bullet,French Defense: Advance Variation,white,outoftime
3701,EFKXKG5Y,zivanovic_srb,1995,RS,24001.0,5,2,0,1,115,masterpchess,1871,IR,12116.0,4,2,0,1,70,bullet,Scandinavian Defense,black,mate
3702,A4TgKxfP,thirstyking,1755,IN,1313.0,1,9,2,3,52,iliasilantev,1805,BE,2727.0,7,6,4,4,51,blitz,Alekhine Defense,draw,draw
3703,xKI4SYkH,thirstyking,1694,IN,1313.0,7,3,1,0,24,dkondratev,1716,RU,1249.0,5,1,2,1,52,blitz,Sicilian Defense: Bowdler Attack,white,resign
3704,jbdTO24I,thirstyking,1639,IN,1313.0,3,2,1,0,30,leo5t,1645,IT,7202.0,7,1,1,1,103,blitz,Queen's Gambit Declined: Semi-Tarrasch Defense,white,resign
3705,R5rjRuKc,atuldeepyadav,1684,IN,9547.0,5,1,2,1,79,thirstyking,1651,IN,1313.0,7,3,2,3,135,blitz,Sicilian Defense: Old Sicilian,white,mate
3706,aWrrT7l6,frixxx,2065,GR,1657.0,5,2,4,1,48,kwasik,2062,RU,5216.0,2,0,2,2,22,bullet,Semi-Slav Defense,black,mate
3707,XnHNPAXv,frixxx,2037,GR,1657.0,5,4,3,2,71,lexlawless,2050,CA,105070.0,5,6,2,0,34,bullet,Modern Defense,black,mate
3708,QIGTglEw,frixxx,1982,GR,1551.0,7,3,0,1,61,eltakito,1899,GB,4.0,3,0,0,0,24,rapid,"French Defense: Exchange Variation, Monte Carlo Variation",white,resign
3709,jGlWWELJ,babu1998,1603,IN,1808.0,6,3,2,2,34,etienne60,1573,FR,2549.0,2,5,0,2,36,blitz,"English Opening: Anglo-Scandinavian Defense, Malvinas Variation",draw,draw
3710,RSA2168m,babu1998,1597,IN,1808.0,6,5,2,3,52,beubis,1565,FR,847.0,3,8,2,3,70,blitz,English Opening: The Whale,white,resign
3711,5KK1fx4y,babu1998,1553,IN,1808.0,4,5,5,6,92,otvet4ik,1620,RU,2783.0,8,5,5,7,75,blitz,English Opening: Great Snake Variation,white,outoftime
3712,TjQhS0mq,babu1998,1553,IN,1808.0,4,4,1,2,53,mausanaldana,1694,CL,4.0,1,3,1,4,99,blitz,English Opening: Anglo-Indian Defense,white,mate
3713,nCDcZYnt,vladimir-ulc,1679,RU,7831.0,8,4,3,0,38,babu1998,1553,IN,1808.0,3,6,0,3,78,blitz,Indian Defense: Normal Variation,white,resign
3714,1Pn6Jfau,babu1998,1578,IN,1808.0,3,3,0,4,77,bassman8672,1566,US,523.0,6,3,1,2,46,blitz,English Opening: The Whale,black,mate
3715,ab926pBA,babu1998,1611,IN,1808.0,6,5,1,2,80,gouribhat123,1568,IN,34.0,3,2,1,2,41,blitz,English Opening: The Whale,black,resign
3716,gjldPQJj,tajchessok1,1728,US,3822.0,5,4,2,6,96,cakir53,1495,TR,15560.0,4,1,0,4,75,blitz,Bishop's Opening: Berlin Defense,black,outoftime
3717,faXNjiv7,evi1bryan,1676,US,540.0,7,7,0,5,88,roman_novik,1691,RU,488.0,8,4,3,4,121,rapid,"Sicilian Defense: Closed, Fianchetto Variation",white,mate
3718,5VYCNbtp,rahulbittu,1650,IN,4547.0,4,2,0,2,102,evi1bryan,1667,US,3323.0,3,2,1,1,59,blitz,Scandinavian Defense: Main Line,black,resign
3719,J3ZzySJ7,evi1bryan,1679,US,3323.0,5,0,1,0,20,tornero,1670,ES,7740.0,3,1,0,2,96,blitz,Four Knights Game,white,resign
3720,5Ihi6YB6,evi1bryan,1693,US,3323.0,5,6,1,4,111,wizdamn,1656,ID,1965.0,6,5,1,7,139,blitz,"Sicilian Defense: Closed, Fianchetto Variation",white,outoftime
3721,M0n6vpj6,actinium999,1802,AT,1812.0,6,5,1,2,47,chesskinglou,1808,US,4503.0,7,7,3,2,68,blitz,Paleface Attack,white,resign
3722,CXyxJRPk,vnracer23778,1527,VN,207.0,3,4,3,6,130,chesskinglou,1627,US,4016.0,4,4,3,7,158,bullet,Caro-Kann Defense,white,mate
3723,1Bh0ix4W,aristidesguilherme,1738,BR,1267.0,5,2,0,0,25,chesskinglou,1741,US,4503.0,5,1,0,1,91,blitz,Slav Defense: Diemer Gambit,white,resign
3724,PUwcfgOl,starteg246,1698,RU,10381.0,7,3,3,3,91,chesskinglou,1725,US,4503.0,4,3,1,2,63,blitz,"King's Indian Defense: Normal Variation, King's Knight Variation",black,resign
3725,bQPEr7uN,chesskinglou,1700,US,4503.0,4,3,1,5,102,goodboey,1717,RU,1333.0,3,4,5,1,67,blitz,King's Indian Defense: Normal Variation,black,resign
3726,2eLHISGR,areen201024,1738,IN,194.0,9,0,0,0,10,lev2310,2365,RU,538.0,8,1,1,1,44,rapid,"Ruy Lopez: Exchange Variation, Gligoric Variation",white,resign
3727,BKFJ4QJf,areen201024,1725,IN,194.0,9,0,1,1,17,maksim855,2282,RU,4376.0,10,7,0,1,42,rapid,"Sicilian Defense: Closed, Traditional",white,resign
3728,rRFPBy6M,vladislavkrasikov_fm,2388,NO,232.0,9,6,1,1,34,areen201024,1712,IN,194.0,9,0,0,1,16,rapid,"Ruy Lopez: Berlin Defense, Mortimer Variation",black,resign
3729,5aYocCor,areen201024,1691,IN,194.0,8,0,0,0,16,juandivc,1693,CO,1004.0,5,3,0,2,58,rapid,"Sicilian Defense: Closed, Traditional",white,resign
