,gameid,white_id,white_rating,white_country,white_games,white_win_last_10,white_inaccuracies,white_mistakes,white_blunder,white_acpl,black_id,black_rating,black_country,black_games,black_win_last_10,black_inaccuracies,black_mistakes,black_blunder,black_acpl,game_type,opening,winner,win_by
0,q95uyLmw,jeryn_fernandes,1155,IN,1253.0,4,2,0,2,156,cfrancoc,1155,BR,86.0,5,0,1,2,72,rapid,Van't Kruijs Opening,black,resign
1,7o4Cl3zU,brindosier,1093,FR,990.0,2,2,1,11,262,jeryn_fernandes,1152,IN,1253.0,6,3,0,10,231,rapid,French Defense: Knight Variation,black,outoftime
2,7ucmFZ4u,alex888rbh75,1104,IN,51.0,9,1,0,3,95,jeryn_fernandes,1107,IN,1253.0,7,3,0,4,131,rapid,Queen's Pawn Game: Franco-Sicilian Defense,white,mate
3,OgveHeqm,bibinator95,1306,HR,629.0,6,1,1,4,75,billbawbaggins,1301,GB,90.0,6,1,0,3,55,rapid,Pirc Defense,black,resign
4,fxaqP8Df,heshamelrewesh,732,EG,698.0,5,2,0,4,163,aineshdhar,813,IN,171.0,3,1,3,4,222,blitz,King's Knight Opening,white,mate
5,EsPy5XIb,aineshdhar,1056,IN,620.0,6,4,0,1,99,jaimecu80,1057,CO,8533.0,4,3,0,2,52,bullet,Bishop's Opening,black,mate
6,3n4abqpz,storkson,875,PL,216.0,6,2,0,0,95,aineshdhar,853,IN,171.0,4,1,1,2,176,blitz,Vienna Game: Anderssen Defense,white,mate
7,hVX9R0mq,anirudh_k,1058,IN,151.0,5,1,0,0,10,mayanksinghr,903,IN,417.0,4,3,0,2,65,rapid,Vienna Game: Anderssen Defense,white,mate
8,xmF8mR4n,crazyshipcaptain,1308,NO,30.0,3,2,0,0,46,anirudh_k,1004,IN,151.0,2,2,2,1,75,rapid,Scotch Game,white,resign
9,iBOOmmoH,anirudh_k,1069,IN,335.0,6,0,1,0,41,nagenrda,1049,IN,6083.0,6,0,0,1,73,bullet,Three Knights Opening,white,outoftime
10,x4p5vcZ6,siddhantkowshik,1119,IN,1233.0,3,6,2,3,87,anirudh_k,907,IN,438.0,1,3,4,2,70,blitz,Italian Game,black,resign
11,svrzVHxE,aleksey1988p,916,RU,2009.0,6,4,2,6,216,anirudh_k,990,IN,335.0,2,6,1,8,237,bullet,King's Pawn Game: Napoleon Attack,black,outoftime
12,U0W2iCb4,last_galaxy,2023,ID,3741.0,7,3,2,1,34,muckelchen,1979,DE,8221.0,5,4,1,3,64,bullet,Horwitz Defense,white,mate
13,GMzJwBlr,brainlag_19,1982,DZ,1415.0,5,5,4,1,42,last_galaxy,1998,ID,3741.0,7,5,2,1,27,bullet,Bird Opening,black,outoftime
14,lenTDsxR,last_galaxy,1982,ID,3741.0,5,3,0,3,78,mossad1984,1679,EG,27168.0,6,2,0,1,38,bullet,Modern Defense,black,resign
15,iqDWeZGZ,mossa_alshareef,2014,JO,1195.0,6,0,2,4,80,last_galaxy,1987,ID,393.0,6,3,2,4,111,rapid,Sicilian Defense: Katalimov Variation,white,mate
16,OUsABufL,diozzy,1982,AR,2617.0,5,3,1,5,95,last_galaxy,1967,ID,3741.0,5,6,2,4,127,bullet,Caro-Kann Defense,white,mate
17,eQvzb8wG,sohrabi71,1196,IR,382.0,4,3,2,6,137,nimal28,1345,MY,721.0,8,1,3,8,174,rapid,King's Pawn Game: McConnell Defense,white,mate
18,OfNzu0xK,nimal28,1241,MY,721.0,6,0,0,0,14,solarstify,897,SG,580.0,4,0,0,1,261,rapid,King's Pawn Game: Wayward Queen Attack,white,mate
19,Wp6Evwnq,yumeth1904nosalitha,1068,LK,61.0,1,2,2,3,43,nimal28,1229,MY,721.0,9,2,0,5,72,rapid,King's Pawn Game: Busch-Gass Gambit,white,resign
20,32NOGO2B,nimal28,916,MY,165.0,2,3,0,3,141,makrelll,993,DE,548.0,9,4,1,1,106,blitz,King's Pawn Game: Napoleon Attack,black,mate
21,sDLJ2Gwa,kahsin04,1002,MY,994.0,4,2,4,8,255,rayyan_meher2008,907,AE,145.0,4,0,3,9,216,bullet,Englund Gambit Complex: Hartlaub-Charlick Gambit,black,outoftime
22,D5AUUh9c,rayyan_meher2008,1201,AE,531.0,6,3,0,1,178,sarveshravi,1146,AE,960.0,7,3,0,1,112,rapid,Bishop's Opening,black,resign
23,ztcoKsnr,rayyan_meher2008,1207,AE,531.0,6,3,2,9,152,sarveshravi,1135,AE,960.0,6,4,2,6,126,rapid,King's Pawn Game: McConnell Defense,black,resign
24,C4DDP9p6,rayyan_meher2008,1214,AE,531.0,9,4,0,3,219,eshanksri90,1136,IN,1269.0,6,3,3,1,166,rapid,Russian Game: Stafford Gambit,black,mate
25,wSvJrxwH,sanskari_wolf,913,IN,419.0,5,2,3,2,87,rayyan_meher2008,959,AE,145.0,4,5,1,3,136,bullet,Englund Gambit,black,outoftime
26,pdPw2SDj,rayyan_meher2008,892,AE,133.0,7,0,2,3,155,lopi78,1049,IT,145.0,6,2,1,2,101,blitz,Ponziani Opening,black,resign
27,RpmXIpSj,bruno_noob,928,BR,133.0,3,2,2,3,129,rayyan_meher2008,892,AE,133.0,7,1,2,3,123,blitz,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted",black,resign
28,1EQYYvlC,syn-rg,955,GB,423.0,3,2,1,1,60,marwantonio,1346,NO,6612.0,4,0,1,1,24,blitz,Van't Kruijs Opening,white,outoftime
29,0nDV9yx3,ninexrnr,1392,PE,1509.0,5,4,1,1,84,syn-rg,944,GB,423.0,2,6,1,2,115,blitz,Sicilian Defense: Modern Variations,black,outoftime
30,QSAuzC0l,schliemann,956,US,299.0,4,1,2,0,21,syn-rg,942,GB,423.0,3,3,3,1,60,blitz,Caro-Kann Defense,white,mate
31,Ia2NZ4UV,delbono,1104,ZA,3115.0,6,0,1,0,12,syn-rg,1071,GB,558.0,2,1,0,2,45,bullet,Old Indian Defense: Czech Variation,white,outoftime
32,kfEeucqS,yuriplay,1329,RU,2057.0,2,4,3,3,128,syn-rg,928,GB,423.0,1,0,2,3,94,blitz,Queen's Pawn Game: Mason Variation,black,mate
33,KW58kxa5,marineplay18,1086,DE,427.0,7,2,3,0,45,syn-rg,1006,GB,558.0,4,4,4,1,84,bullet,Old Indian Defense: Czech Variation,black,outoftime
34,6G57Klkr,mostfa82,949,DZ,7029.0,6,1,0,0,13,syn-rg,1015,GB,558.0,7,2,0,1,50,bullet,Pirc Defense,white,mate
35,I2QbExSa,fighterarjun,1092,IN,141.0,5,4,0,1,69,andrewjeevandas,1152,IN,554.0,7,3,0,2,120,rapid,Giuoco Piano,white,mate
36,dNFGQXmx,andrewjeevandas,850,IN,142.0,5,0,1,3,145,hussain2355,881,IN,239.0,2,1,0,2,226,blitz,Scandinavian Defense,white,mate
37,5JcOOGCm,andrewjeevandas,1131,IN,554.0,5,2,3,1,112,krishneel_prasanna,1247,RO,1363.0,5,4,3,1,146,rapid,"King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit",white,resign
38,icuMH54K,kaimiller,1469,US,626.0,4,1,3,8,211,andrewjeevandas,863,IN,543.0,4,2,2,8,212,bullet,Bishop's Opening: Boi Variation,white,outoftime
39,dygBLDri,irishusmc2232,1129,US,372.0,8,1,0,0,6,alettavd,1100,NL,91.0,7,4,0,1,49,rapid,Queen's Pawn Game: Mason Variation,white,mate
40,eu6O0bSN,irishusmc2232,1118,US,372.0,7,1,1,1,39,a61558271dennis,1122,PE,103.0,4,0,2,2,78,rapid,Queen's Pawn Game: Mason Variation,white,resign
41,DHslPaLs,fizzyfuzz,1087,EU,340.0,7,2,2,1,57,irishusmc2232,1120,US,372.0,7,0,1,3,108,rapid,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation",white,resign
42,3WBnvlwB,irishusmc2232,1091,US,372.0,5,4,0,0,77,keny42,1097,FR,600.0,5,2,0,3,182,rapid,"Nimzowitsch Defense: Scandinavian Variation, Exchange Variation",white,resign
43,siXMOXZ3,irishusmc2232,1082,US,372.0,5,2,0,1,32,rjean,1129,US,956.0,6,3,0,3,58,rapid,Queen's Pawn Game: Mason Variation,white,mate
44,a9QrQiIK,irishusmc2232,1093,US,372.0,6,2,0,0,18,yimozhao,1109,GB,34.0,4,4,1,2,57,rapid,Queen's Pawn Game: Mason Variation,white,resign
45,im0802go,vic_87,1213,ES,98.0,10,0,0,3,107,asinei,1293,IN,1074.0,5,1,2,3,154,rapid,Elephant Gambit,white,resign
46,MGoc9KVP,asinei,1293,IN,1074.0,2,0,0,1,63,chema-19,1336,VE,394.0,5,0,0,0,5,rapid,"Italian Game: Two Knights Defense, Polerio Defense",black,resign
47,rDeablFN,sellotape,1330,GB,591.0,2,3,0,2,64,asinei,1341,IN,1074.0,5,1,0,2,68,rapid,"Italian Game: Classical Variation, Albin Gambit",white,resign
48,Tb3ub3FA,asinei,904,IN,301.0,4,1,1,2,169,jechercheunnom,866,FR,1290.0,5,3,2,0,80,bullet,Scandinavian Defense: Boehnke Gambit,black,resign
49,2fLKITuS,yasky23,1055,PL,480.0,4,1,0,0,17,adolfocatral,974,ES,1370.0,6,0,1,1,72,blitz,Queen's Gambit Declined: Ragozin Defense,white,resign
50,481qBBPV,beastrong,1243,IN,1032.0,3,3,1,2,48,adolfocatral,1163,ES,496.0,8,2,1,3,78,rapid,Four Knights Game: Italian Variation,white,resign
51,4CE1rAf6,frankhanington,1066,KE,1380.0,5,2,2,1,54,rickchess93,1019,IT,965.0,4,5,0,1,59,blitz,"Sicilian Defense: Nimzowitsch Variation, Closed Variation",draw,draw
52,rDhstgoU,rajoelinatommy,1256,MG,735.0,4,6,1,6,91,rickchess93,1306,IT,258.0,7,2,2,6,108,rapid,Sicilian Defense: Bowdler Attack,white,resign
53,Zub37w0c,rickchess93,942,IT,502.0,2,3,2,2,128,nilowaar,1990,ES,1253.0,3,2,2,2,111,bullet,Modern Defense: Geller's System,black,outoftime
54,vW7IZLqk,twincode,1175,TR,143.0,3,7,6,10,69,lucabiasiotto,1264,IT,188.0,5,12,3,8,60,rapid,King's Pawn Game: King's Head Opening,black,mate
55,kziHAXw9,twincode,1202,TR,143.0,4,2,0,1,113,lukas_pro,1261,UA,899.0,3,0,1,1,67,rapid,Four Knights Game: Scotch Variation Accepted,black,resign
56,Rkx6CHKz,stella_lets,1446,GR,934.0,6,5,2,8,109,twincode,1184,TR,143.0,4,5,1,10,132,rapid,Vienna Game: Vienna Gambit,white,resign
57,tHfBCtcV,twincode,1151,TR,143.0,1,3,6,6,115,hans7777,1232,DE,5251.0,4,6,3,6,95,rapid,King's Pawn Game: King's Head Opening,black,resign
58,08otznLZ,olega70,1232,RU,36.0,5,6,2,4,106,twincode,871,TR,120.0,1,3,0,5,150,blitz,King's Pawn Game,white,resign
59,DSyi0zM0,atharva9192,807,IN,227.0,2,0,0,0,18,kirillakulov,889,RU,206.0,1,0,0,1,253,rapid,Bishop's Opening: Boi Variation,white,resign
60,1WFZwjaS,sixfeetup,1371,CA,1060.0,4,4,0,2,66,atharva9192,985,IN,314.0,2,2,0,1,32,bullet,Russian Game: Italian Variation,black,mate
61,fYeeaANy,vlsr1,822,RU,1208.0,5,2,0,1,88,atharva9192,797,IN,314.0,2,1,0,2,40,bullet,King's Pawn Game: Wayward Queen Attack,black,outoftime
62,ZUhWYDTf,sharkmentality,1003,SH,189.0,3,3,0,2,52,marco-reyes,922,DO,2404.0,6,1,0,0,17,bullet,Queen's Pawn Game: Mason Variation,black,mate
63,kYAZbebm,ranchesw,1358,KZ,1.0,4,4,0,0,2,savitatalikoti,1119,IN,180.0,0,6,1,1,50,bullet,Queen's Pawn Game: Zukertort Variation,white,mate
64,X12nobaN,savitatalikoti,1110,IN,180.0,3,5,2,4,116,zega_persevero,1343,ID,760.0,4,3,2,3,81,bullet,Modern Defense,black,resign
65,OihiCUYy,savitatalikoti,1096,IN,180.0,3,4,1,1,45,eugene_taroc13_pasig,2098,PH,6552.0,7,3,1,1,10,bullet,Sicilian Defense: Bowdler Attack,black,outoftime
66,MIzZ30f4,balasubbu,1019,IN,368.0,2,4,2,6,77,oraziogalante,956,IT,838.0,5,7,3,6,73,blitz,Sicilian Defense: Open,stalemate,stalemate
67,VZKMJN4l,astrohrishi,1104,IN,833.0,4,1,3,5,130,balasubbu,1053,IN,368.0,5,2,2,8,154,blitz,Mikenas Defense,white,outoftime
68,D5EnOKKh,senan020,1277,AZ,201.0,2,1,3,4,86,balasubbu,1392,IN,399.0,4,3,1,5,99,rapid,Scandinavian Defense,white,timeout
69,eNTeB46r,cobydijkstra,1346,NL,266.0,5,2,4,3,59,balasubbu,1399,IN,399.0,5,4,2,4,84,rapid,Mikenas Defense,white,timeout
70,NZ7m90VX,mrbohrio98,1437,IT,995.0,5,2,0,0,24,balasubbu,1411,IN,399.0,5,2,1,1,52,rapid,Scandinavian Defense,white,mate
71,tNgeeLi8,wassimov,1500,TN,9.0,0,2,1,0,26,oretolu,1311,NG,296.0,7,0,0,2,90,rapid,"Italian Game: Giuoco Pianissimo, Normal",white,resign
72,LinTZfI5,quinncidental,1300,GB,850.0,6,1,1,1,62,oretolu,1301,NG,296.0,7,6,1,2,101,rapid,Ruy Lopez: Nürnberg Variation,white,mate
73,CIq4ftKh,oretolu,1215,NG,296.0,4,3,1,1,54,kc6,2649,CU,1908.0,10,1,1,0,30,rapid,Unknown,black,outoftime
74,CwvIudlG,oretolu,1183,NG,296.0,3,5,0,0,17,btoma,1599,RU,436.0,2,5,0,2,64,rapid,Unknown,white,mate
75,QTBXflWP,mostafa4040,1197,EG,148.0,3,1,0,0,7,oretolu,1192,NG,296.0,6,3,0,1,31,rapid,Italian Game: Anti-Fried Liver Defense,white,resign
76,YcrcwL4p,bubblebroz,1037,ID,65.0,4,4,0,1,44,oretolu,1022,NG,309.0,6,3,0,2,66,blitz,King's Pawn Game: Napoleon Attack,white,mate
77,IJIooEJM,oretolu,1218,NG,296.0,4,2,2,2,134,supertolu,1392,NG,176.0,3,4,2,2,84,rapid,"Italian Game: Two Knights Defense, Traxler Counterattack, Knight Sacrifice Line",black,mate
78,d4Wle4CU,alex107,1837,FR,40951.0,3,1,0,2,38,oretolu,1010,NG,115.0,3,2,0,2,39,bullet,Queen's Gambit Accepted: Old Variation,stalemate,stalemate
79,3ZdEBEDg,oretolu,988,NG,115.0,3,3,2,2,90,leonidoff,1773,RU,10302.0,4,1,2,1,49,bullet,Caro-Kann Defense,black,resign
80,ZOTWKQgB,uberalligator,969,UK,275.0,1,4,0,1,94,pickedantelope,1381,UK,662.0,3,3,0,0,50,rapid,Van't Kruijs Opening,black,resign
81,inGMQeaH,harmonybrina,931,TR,487.0,2,1,4,4,142,uberalligator,847,UK,138.0,1,3,3,3,149,bullet,Englund Gambit,black,outoftime
82,5siTwIl7,jazzedelephant,1061,GB,77.0,7,4,0,0,31,uberalligator,959,UK,275.0,3,5,0,1,74,rapid,Queen's Pawn Game: Mason Variation,white,mate
83,XjE0zgP9,donitus732,1179,ID,30.0,1,4,2,1,69,uberalligator,801,UK,305.0,2,3,0,2,64,blitz,Zukertort Opening: Lemberger Gambit,white,outoftime
84,ZRkdiWf0,srinivas_rath,1716,UK,1252.0,5,6,1,2,57,uberalligator,829,UK,275.0,2,11,0,3,80,rapid,"Italian Game: Giuoco Pianissimo, Normal",white,mate
85,We1cAYN4,sudar2011,968,IN,604.0,3,5,3,2,92,aaryavyogesh5,1311,IN,35.0,5,2,4,1,50,rapid,"Four Knights Game: Spanish Variation, Classical Variation",black,outoftime
86,q1Yc1K0q,sudar2011,955,IN,604.0,2,1,1,6,111,vaaravkrishnna,1268,IN,1546.0,3,3,1,8,152,rapid,Four Knights Game: Nimzowitsch Variation,white,mate
87,vHRJHYR0,sudar2011,965,IN,604.0,1,2,3,3,82,vihaan_gupta,818,IN,446.0,1,1,2,7,133,rapid,Russian Game,black,outoftime
88,sMYFn1L8,sudar2011,979,IN,604.0,1,0,0,1,52,akaa44best,1216,IN,1016.0,4,0,0,0,16,rapid,Three Knights Opening,black,outoftime
89,yHEqTHxt,pranav0609,1086,IN,87.0,4,4,2,5,231,sudar2011,1016,IN,604.0,2,3,4,8,280,rapid,Queen's Pawn Game: Chigorin Variation,white,outoftime
90,SgdpGski,pranav0609,1055,IN,87.0,2,0,0,3,128,sudar2011,1024,IN,604.0,1,0,0,3,109,rapid,Queen's Pawn Game: Chigorin Variation,white,outoftime
91,7Rjh3YMz,fabricio2109,962,BR,74.0,1,0,0,1,40,xardas1994,1012,PL,1398.0,3,2,1,2,71,blitz,Dutch Defense,white,outoftime
92,fG4xtmyX,soumenpaul,943,IN,12.0,2,5,1,3,52,xardas1994,1055,PL,1398.0,1,6,1,4,87,blitz,Bishop's Opening,white,outoftime
93,OJAdGcDD,p_val,1054,US,515.0,5,3,0,4,92,xardas1994,1054,PL,401.0,7,2,0,4,133,bullet,Queen's Gambit Declined: Marshall Defense,black,outoftime
94,rJzSvTIX,ucl2020,1038,DZ,329.0,1,1,0,1,40,napervillekitty,1596,US,1417.0,6,2,1,1,73,rapid,Sicilian Defense: Smith-Morra Gambit,black,cheat
95,WQv7EoQZ,ucl2020,1029,DZ,149.0,1,3,4,5,96,carlfromfinland,1244,FI,1122.0,3,4,3,2,62,bullet,Sicilian Defense: Smith-Morra Gambit,black,mate
96,zHC2YoYc,ucl2020,933,DZ,149.0,2,3,2,3,110,afz11,1197,MY,169.0,3,6,1,4,127,bullet,"Nimzowitsch Defense: Kennedy Variation, Paulsen Attack",black,outoftime
97,3UaxJwkq,ucl2020,899,DZ,149.0,2,5,3,4,101,tivyakov_vlad,898,RU,943.0,0,4,1,4,133,bullet,Center Game: Berger Variation,white,outoftime
98,7IUvZtT9,darealkingkyle,833,US,12.0,0,0,1,4,71,ucl2020,898,DZ,149.0,2,2,3,4,125,bullet,Nimzo-Larsen Attack: Classical Variation,white,resign
99,zI2ZgVPI,wyattwong0608,1845,US,760.0,7,0,0,1,42,ucl2020,866,DZ,149.0,2,1,1,2,91,bullet,Scandinavian Defense: Mieses-Kotroc Variation,white,mate
100,CaVNmKN6,caylak00,976,KR,265.0,7,2,3,10,152,picassinarodi,914,GR,50.0,1,4,3,4,126,rapid,Van't Kruijs Opening,black,resign
101,CR1yHMbH,ipaper,891,IE,18.0,6,2,0,5,262,caylak00,972,KR,265.0,6,1,2,4,200,rapid,Englund Gambit Declined: Reversed French,black,mate
102,2xh419Eu,caylak00,993,KR,660.0,6,5,2,5,107,pvranga,889,IN,2886.0,4,5,4,3,73,blitz,French Defense,white,outoftime
103,7qnpwpCi,ogro11,2009,CL,2671.0,3,0,0,3,47,caylak00,1317,KR,1841.0,1,1,1,3,91,bullet,Saragossa Opening,white,outoftime
104,SUKa2VFN,themaninme,1288,ES,1650.0,4,1,0,1,41,arastorun,1397,TR,105.0,5,2,0,2,61,rapid,Scandinavian Defense: Gubinsky-Melts Defense,white,mate
105,Y81PT0bs,shaheenfarjo,1402,IQ,134.0,6,3,1,1,44,arastorun,1407,TR,105.0,5,2,1,2,72,rapid,Zukertort Opening: Tennison Gambit,white,mate
106,kyFc53V5,quiquevalera,1523,MX,200.0,8,0,0,1,23,arastorun,1402,TR,105.0,6,4,0,2,74,rapid,Scandinavian Defense: Mieses-Kotroc Variation,white,mate
107,uPTBszvR,arastorun,1415,TR,105.0,7,3,3,4,57,ayaanshgaur12,1392,IN,663.0,5,3,4,3,42,rapid,Queen's Pawn Game: Chigorin Variation,black,mate
108,oZElhl5s,audiomann,971,NO,10817.0,4,1,1,1,156,rafaosuna,863,ES,446.0,6,2,1,2,268,blitz,Scotch Game,white,resign
109,RweMWpzY,ricksanchezhehe,980,IR,1462.0,3,8,1,7,54,audiomann,1115,NO,10817.0,8,8,3,6,67,blitz,Queen's Gambit Declined: Queen's Knight Variation,white,outoftime
110,Xe0VGezn,bramdroid,1124,DE,217.0,8,1,0,2,78,shridhar_rao,1174,IN,246.0,3,1,0,3,130,blitz,Queen's Pawn Game: Mason Variation,white,mate
111,i92XBXFm,seiryuliam,1325,GB,251.0,0,3,2,11,292,shridhar_rao,1283,IN,246.0,2,1,0,14,316,blitz,Van Geet Opening,white,mate
112,P6abXUA8,belarus-nicky,1366,BY,3611.0,7,2,0,0,12,shridhar_rao,1287,IN,246.0,5,3,0,1,60,blitz,"Italian Game: Giuoco Pianissimo, Normal",white,mate
113,614QeCEa,shridhar_rao,1273,IN,246.0,7,3,1,2,48,rg56,1292,IN,400.0,4,2,3,2,104,blitz,Modern Defense,white,resign
114,1zAOJ4lK,chaim_11,1482,CZ,415.0,4,12,2,2,63,shridhar_rao,1441,IN,133.0,5,5,1,3,39,rapid,Englund Gambit Declined: Reversed French,black,resign
115,4nRvv1mP,shridhar_rao,1324,IN,246.0,6,5,0,6,122,girikam,1271,IN,5019.0,4,5,0,9,152,blitz,King's Knight Opening,white,mate
116,2CmOqCWb,prajna_paramita,1124,US,3960.0,4,3,2,3,128,zeldamazzy,1067,US,537.0,6,5,2,4,165,bullet,Sicilian Defense: Closed,white,mate
117,y2055iKB,xynejonathan,908,UG,1812.0,6,5,4,1,144,majinnox,782,IN,1219.0,6,2,1,5,174,bullet,King's Pawn Game: Napoleon Attack,white,outoftime
118,klJKR97t,daccordaleslamort,688,UA,312.0,0,2,0,1,67,majinnox,831,IN,1219.0,5,1,0,0,28,bullet,Mieses Opening,black,mate
119,kfah1bcy,joshinbaja,872,MX,115.0,7,2,1,2,50,l_3115,897,UA,30986.0,6,3,2,2,63,bullet,Queen's Pawn Game,white,resign
120,i3d2PuvZ,sobhan_zahedi,1047,IR,174.0,6,3,6,4,113,joshinbaja,1122,MX,1735.0,2,1,3,6,135,blitz,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",white,mate
121,lMCQROng,vaibhav_surolia,1717,IN,33.0,10,4,1,5,69,girishsharma2096,1446,IN,156.0,1,7,6,3,88,rapid,Indian Defense: Normal Variation,white,resign
122,n2aCAMcu,girishsharma2096,1439,IN,156.0,1,2,2,4,81,vaibhav_surolia,1703,IN,33.0,9,4,2,5,80,rapid,Vienna Game: Vienna Gambit,black,resign
123,xU5qxqow,vaibhav_surolia,1696,IN,33.0,8,2,0,0,20,girishsharma2096,1444,IN,156.0,2,4,0,1,72,rapid,Modern Defense,white,resign
124,1VO10KLf,vaibhav_surolia,1588,IN,33.0,5,2,2,2,35,girishsharma2096,1507,IN,156.0,4,8,2,2,64,rapid,Queen's Gambit Declined: Marshall Defense,white,resign
125,XMVgQgru,vaibhav_surolia,1675,IN,33.0,7,3,2,2,109,girishsharma2096,1460,IN,156.0,2,5,3,1,69,rapid,Queen's Gambit Declined: Marshall Defense,black,mate
126,4dqMO5lt,girishsharma2096,1469,IN,156.0,3,4,1,3,70,vaibhav_surolia,1657,IN,33.0,6,4,1,2,37,rapid,"Ruy Lopez: Exchange Variation, Lutikov Variation",black,mate
127,9HGspltH,vaibhav_surolia,1636,IN,33.0,6,1,0,0,21,girishsharma2096,1479,IN,156.0,3,5,0,1,158,rapid,Old Indian Defense,white,mate
128,rZKSIo32,girishsharma2096,1491,IN,156.0,3,2,2,3,87,vaibhav_surolia,1610,IN,33.0,6,1,2,2,51,rapid,Ruy Lopez: Morphy Defense,black,resign
129,qSTpOXwi,girishsharma2096,1419,IN,156.0,3,6,6,9,154,vaibhav_surolia,1841,IN,33.0,5,8,8,9,173,rapid,Nimzo-Larsen Attack: Modern Variation,white,mate
130,BZ2pZIcp,girishsharma2096,1241,IN,890.0,4,6,4,11,226,uguzzone,1218,IT,6027.0,6,2,2,14,223,bullet,Sicilian Defense,white,outoftime
131,2EZfvtME,theoverlord420,919,UK,224.0,5,0,2,3,87,sadecealp,1298,TR,207.0,6,4,2,3,135,bullet,"Vienna Game: Stanley Variation, Three Knights Variation",white,mate
132,xCZBCPrM,daniel316,1215,AG,1545.0,7,1,2,9,117,theoverlord420,1058,UK,572.0,4,3,5,7,136,blitz,"Russian Game: Modern Attack, Symmetrical Variation",black,outoftime
133,PQT8lM32,theoverlord420,1036,UK,572.0,0,3,2,1,52,petrov2021,2117,RU,300.0,4,2,0,0,14,blitz,Sicilian Defense: Delayed Alapin Variation,black,mate
134,61vs8jWF,cliff86,1328,US,6531.0,4,2,4,4,109,theoverlord420,988,UK,572.0,3,3,2,4,76,blitz,Sicilian Defense: Smith-Morra Gambit,black,resign
135,JAutwBCK,theoverlord420,889,UK,224.0,4,3,0,1,79,orathi2013,1269,IN,290.0,6,6,0,2,103,bullet,Scandinavian Defense: Mieses-Kotroc Variation,black,outoftime
136,BewgAzRf,vicente1002,1183,PE,679.0,2,4,0,2,67,theoverlord420,1036,UK,118.0,2,3,1,3,112,rapid,"Sicilian Defense: Closed, Traditional",white,resign
137,brlhBb8r,hsc_mr_k,1040,AU,21.0,0,4,1,6,124,hsc_anma,1073,AU,102.0,5,3,4,5,149,rapid,Scotch Game,white,mate
138,jbMhL8wU,fil_fil,941,IT,1191.0,1,2,2,4,140,hsc_anma,1030,AU,331.0,4,2,2,4,178,blitz,Four Knights Game: Italian Variation,white,resign
139,5rCYrRMR,hsc_anma,943,AU,331.0,5,2,0,3,188,evanw,942,US,785.0,2,0,0,2,143,blitz,Four Knights Game: Italian Variation,black,mate
140,1W5Qu2Wn,jeremiahparker,1285,US,101.0,4,2,1,3,80,dantes-edmond,1675,RE,4744.0,0,3,2,3,127,rapid,Queen's Pawn Game: Chigorin Variation,white,resign
141,qqAYEQmF,jeremiahparker,1128,US,106.0,7,3,6,9,135,djtomkid,1134,DE,1657.0,6,4,5,8,113,blitz,Ruy Lopez: Classical Variation,black,resign
142,D0TAAsc4,gotyourpieces,1415,US,49390.0,0,1,0,3,54,jeremiahparker,1229,US,310.0,5,2,0,2,89,bullet,Sicilian Defense: Bowdler Attack,white,outoftime
143,MOSQg210,skitsammaaa,1361,SE,299.0,9,5,3,2,93,trapperteal,1350,US,2110.0,5,7,2,4,130,bullet,Modern Defense,white,outoftime
144,vLKEl2N8,skitsammaaa,1302,SE,299.0,6,1,1,0,33,vincentpaul77,1319,ES,239.0,8,3,1,1,62,bullet,Italian Game: Anti-Fried Liver Defense,white,mate
145,XaFU5rf5,meowthrower,1571,AT,867.0,7,2,1,2,47,skitsammaaa,1585,SE,265.0,7,5,2,3,83,rapid,Modern Defense,white,resign
146,8pX8dLUp,skitsammaaa,1223,SE,345.0,5,0,0,0,17,elviraivana,1201,RO,5708.0,2,0,1,1,59,blitz,Russian Game: Cozio Attack,white,mate
147,631NoOmm,nabil999h,1147,SY,146.0,4,3,1,3,92,skitsammaaa,1234,SE,345.0,6,3,0,3,140,blitz,Queen's Gambit Declined: Marshall Defense,white,resign
148,sLmC6yFv,skitsammaaa,1224,SE,345.0,6,0,2,7,153,tudor1002,1247,RO,1055.0,4,1,2,5,116,blitz,Italian Game: Giuoco Pianissimo,black,resign
149,6BjetWs6,skitsammaaa,1555,SE,265.0,5,3,1,3,75,cxtay,1637,PK,382.0,5,4,3,3,106,rapid,French Defense: Exchange Variation,white,resign
150,aC75pFTS,valeig33,1392,BR,1562.0,6,2,0,4,217,ape314,1395,CH,1345.0,7,2,2,3,177,bullet,Caro-Kann Defense,black,mate
151,D4kHCADe,valeig33,1434,BR,1562.0,6,2,0,2,76,luisgonzalez1993,1451,MX,6632.0,5,2,1,3,123,bullet,French Defense: Knight Variation,white,mate
152,qCdVTpqo,sunnosa,1395,DE,2056.0,5,5,4,1,85,valeig33,1371,BR,1562.0,7,10,2,1,74,bullet,Sicilian Defense: Delayed Alapin,black,outoftime
153,AmGmgLT1,ch3ssgen1e,1269,DE,2128.0,6,5,0,2,48,valeig33,1389,BR,1562.0,3,4,2,4,92,bullet,Sicilian Defense: Closed,white,mate
